Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1988Q1,0.028636824,883.3242186
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1988Q1,0.005436592,186.03533
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1988Q1,0.029769408,1122.794066
Industry groups,Construction,SG01RSC04B01EE1,1988Q1,0.050078792,1660.5533
Industry groups,Wholesale trade,SG01RSC04B01FF1,1988Q1,0.057456447,1520.610165
Industry groups,Retail trade,SG01RSC04B01GH1,1988Q1,0.050252237,1160.033596
Industry groups,Accommodation services,SG01RSC04B01GH2,1988Q1,0.016903373,672.3036443
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1988Q1,0.053577898,1041.18238
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1988Q1,0.043340002,448.6557293
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1988Q1,0.053867067,1477.569653
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1988Q1,0.042405023,1735.040503
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1988Q1,0.063048512,1982.5641
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1988Q1,0.04084549,1881.519347
Industry groups,Administrative and support services,SG01RSC04B01MN2,1988Q1,0.012025672,521.1375804
Industry groups,Local Government administration,SG01RSC04B01OO1,1988Q1,0.00630925,201.1518163
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1988Q1,0.037298325,1176.930582
Industry groups,Education and training,SG01RSC04B01PP1,1988Q1,0.03882312,1454.036042
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1988Q1,0.042113196,1266.059889
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1988Q1,0.007862961,342.2608762
Industry groups,Other services,SG01RSC04B01RS2,1988Q1,0.017095054,465.3225146
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q1,0.068042853,1721.973267
Industry groups,Agriculture,SG01RSC04B01AA1,1988Q2,0.051223003,1697.951972
Industry groups,Forestry and logging,SG01RSC04B01AA2,1988Q2,0.006568578,149.4924755
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1988Q2,0.007304109,230.9545033
Industry groups,Mining,SG01RSC04B01BB1,1988Q2,0.01253539,624.4882819
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1988Q2,0.05690647,1188.737129
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1988Q2,0.011582347,294.3122929
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1988Q2,0.01789038,366.9535393
Industry groups,Printing,SG01RSC04B01CC4,1988Q2,0.007232429,215.0220974
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1988Q2,0.039723153,710.6401539
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1988Q2,0.005963924,183.693451
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1988Q2,0.017758518,545.0510885
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1988Q2,0.025423917,854.0598588
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1988Q2,0.004940859,176.8769922
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1988Q2,0.030924192,1086.646449
Industry groups,Construction,SG01RSC04B01EE1,1988Q2,0.046818337,1537.609538
Industry groups,Wholesale trade,SG01RSC04B01FF1,1988Q2,0.058380397,1467.245021
Industry groups,Retail trade,SG01RSC04B01GH1,1988Q2,0.048634612,1137.967767
Industry groups,Accommodation services,SG01RSC04B01GH2,1988Q2,0.015477885,659.0671193
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1988Q2,0.054212069,1057.865823
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1988Q2,0.044038031,450.8988262
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1988Q2,0.049948731,1441.761909
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1988Q2,0.045531756,1761.762058
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1988Q2,0.071357749,1947.840156
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1988Q2,0.044805081,1936.092158
Industry groups,Administrative and support services,SG01RSC04B01MN2,1988Q2,0.01277899,533.0745972
Industry groups,Local Government administration,SG01RSC04B01OO1,1988Q2,0.007017568,205.9666423
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1988Q2,0.038577595,1170.424801
Industry groups,Education and training,SG01RSC04B01PP1,1988Q2,0.03946151,1461.607587
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1988Q2,0.042584379,1314.983385
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1988Q2,0.008749923,334.8201849
Industry groups,Other services,SG01RSC04B01RS2,1988Q2,0.016829588,449.9259465
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q2,0.058818529,1703.878177
Industry groups,Agriculture,SG01RSC04B01AA1,1988Q3,0.051223003,1629.676523
Industry groups,Forestry and logging,SG01RSC04B01AA2,1988Q3,0.006568578,155.1381028
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1988Q3,0.007304109,240.9940528
Industry groups,Mining,SG01RSC04B01BB1,1988Q3,0.01253539,587.593134
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1988Q3,0.05690647,1120.476847
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1988Q3,0.011582347,297.3062554
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1988Q3,0.01789038,359.2837484
Industry groups,Printing,SG01RSC04B01CC4,1988Q3,0.007232429,218.2350244
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1988Q3,0.039723153,740.4914477
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1988Q3,0.005963924,169.3441919
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1988Q3,0.017758518,553.847552
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1988Q3,0.025423917,881.1511642
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1988Q3,0.004940859,174.7083896
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1988Q3,0.030924192,1089.245522
Industry groups,Construction,SG01RSC04B01EE1,1988Q3,0.046818337,1538.752511
Industry groups,Wholesale trade,SG01RSC04B01FF1,1988Q3,0.058380397,1519.963939
Industry groups,Retail trade,SG01RSC04B01GH1,1988Q3,0.048634612,1162.064083
Industry groups,Accommodation services,SG01RSC04B01GH2,1988Q3,0.015477885,657.1067096
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1988Q3,0.054212069,1068.286321
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1988Q3,0.044038031,449.7550606
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1988Q3,0.049948731,1436.138681
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1988Q3,0.045531756,1762.4709
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1988Q3,0.071357749,1915.815879
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1988Q3,0.044805081,1910.066559
Industry groups,Administrative and support services,SG01RSC04B01MN2,1988Q3,0.01277899,531.1874021
Industry groups,Local Government administration,SG01RSC04B01OO1,1988Q3,0.007017568,211.8341917
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1988Q3,0.038577595,1145.593094
Industry groups,Education and training,SG01RSC04B01PP1,1988Q3,0.03946151,1470.782042
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1988Q3,0.042584379,1324.799739
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1988Q3,0.008749923,317.3936244
Industry groups,Other services,SG01RSC04B01RS2,1988Q3,0.016829588,454.7368382
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q3,0.058818529,1723.984028
Industry groups,Agriculture,SG01RSC04B01AA1,1988Q4,0.051223003,1520.279277
Industry groups,Forestry and logging,SG01RSC04B01AA2,1988Q4,0.006568578,158.8925882
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1988Q4,0.007304109,236.7925714
Industry groups,Mining,SG01RSC04B01BB1,1988Q4,0.01253539,436.7003562
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1988Q4,0.05690647,1109.902385
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1988Q4,0.011582347,301.4379662
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1988Q4,0.01789038,340.4446954
Industry groups,Printing,SG01RSC04B01CC4,1988Q4,0.007232429,209.1656798
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1988Q4,0.039723153,743.7475434
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1988Q4,0.005963924,160.7637299
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1988Q4,0.017758518,538.1223956
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1988Q4,0.025423917,849.4367146
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1988Q4,0.004940859,169.1707924
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1988Q4,0.030924192,1129.073401
Industry groups,Construction,SG01RSC04B01EE1,1988Q4,0.046818337,1506.703806
Industry groups,Wholesale trade,SG01RSC04B01FF1,1988Q4,0.058380397,1592.268872
Industry groups,Retail trade,SG01RSC04B01GH1,1988Q4,0.048634612,1158.155188
Industry groups,Accommodation services,SG01RSC04B01GH2,1988Q4,0.015477885,652.9180768
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1988Q4,0.054212069,1051.094729
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1988Q4,0.044038031,450.7271719
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1988Q4,0.049948731,1462.408458
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1988Q4,0.045531756,1780.223409
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1988Q4,0.071357749,1886.592258
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1988Q4,0.044805081,1900.54684
Industry groups,Administrative and support services,SG01RSC04B01MN2,1988Q4,0.01277899,531.4523833
Industry groups,Local Government administration,SG01RSC04B01OO1,1988Q4,0.007017568,217.2290772
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1988Q4,0.038577595,1142.909349
Industry groups,Education and training,SG01RSC04B01PP1,1988Q4,0.03946151,1481.118261
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1988Q4,0.042584379,1338.583949
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1988Q4,0.008749923,314.7050018
Industry groups,Other services,SG01RSC04B01RS2,1988Q4,0.016829588,450.4100044
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1988Q4,0.058818529,1753.209765
Industry groups,Agriculture,SG01RSC04B01AA1,1989Q1,0.051223003,1469.157344
Industry groups,Forestry and logging,SG01RSC04B01AA2,1989Q1,0.006568578,169.9045277
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1989Q1,0.007304109,245.7942463
Industry groups,Mining,SG01RSC04B01BB1,1989Q1,0.01253539,664.878826
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1989Q1,0.05690647,1105.066297
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1989Q1,0.011582347,298.1783708
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1989Q1,0.01789038,341.8953206
Industry groups,Printing,SG01RSC04B01CC4,1989Q1,0.007232429,208.5083028
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1989Q1,0.039723153,803.9151039
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1989Q1,0.005963924,162.5090124
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1989Q1,0.017758518,559.525716
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1989Q1,0.025423917,873.915143
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1989Q1,0.004940859,160.3432162
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1989Q1,0.030924192,1095.252707
Industry groups,Construction,SG01RSC04B01EE1,1989Q1,0.046818337,1522.122301
Industry groups,Wholesale trade,SG01RSC04B01FF1,1989Q1,0.058380397,1668.256671
Industry groups,Retail trade,SG01RSC04B01GH1,1989Q1,0.048634612,1165.426734
Industry groups,Accommodation services,SG01RSC04B01GH2,1989Q1,0.015477885,647.3810285
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1989Q1,0.054212069,1028.003465
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1989Q1,0.044038031,458.4748738
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1989Q1,0.049948731,1455.240712
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1989Q1,0.045531756,1765.221449
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1989Q1,0.071357749,1861.423785
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1989Q1,0.044805081,1949.27281
Industry groups,Administrative and support services,SG01RSC04B01MN2,1989Q1,0.01277899,544.2745401
Industry groups,Local Government administration,SG01RSC04B01OO1,1989Q1,0.007017568,220.5631192
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1989Q1,0.038577595,1158.091893
Industry groups,Education and training,SG01RSC04B01PP1,1989Q1,0.03946151,1493.033965
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1989Q1,0.042584379,1365.521742
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1989Q1,0.008749923,333.9463283
Industry groups,Other services,SG01RSC04B01RS2,1989Q1,0.016829588,469.1148399
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q1,0.058818529,1835.28976
Industry groups,Agriculture,SG01RSC04B01AA1,1989Q2,0.053385973,1405.055227
Industry groups,Forestry and logging,SG01RSC04B01AA2,1989Q2,0.006886535,167.9682328
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1989Q2,0.007414222,242.4019311
Industry groups,Mining,SG01RSC04B01BB1,1989Q2,0.012015965,480.8283471
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1989Q2,0.056219217,1068.244832
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1989Q2,0.011989201,313.7934563
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1989Q2,0.019075569,350.8305916
Industry groups,Printing,SG01RSC04B01CC4,1989Q2,0.007195418,214.3628281
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1989Q2,0.037742546,805.9315294
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1989Q2,0.005504145,166.7358115
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1989Q2,0.019556569,562.5360801
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1989Q2,0.023992777,903.0398324
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1989Q2,0.004927875,168.70606
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1989Q2,0.03119546,1134.173327
Industry groups,Construction,SG01RSC04B01EE1,1989Q2,0.047638274,1636.486426
Industry groups,Wholesale trade,SG01RSC04B01FF1,1989Q2,0.052240079,1668.65627
Industry groups,Retail trade,SG01RSC04B01GH1,1989Q2,0.046760898,1226.629753
Industry groups,Accommodation services,SG01RSC04B01GH2,1989Q2,0.015425355,654.8538607
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1989Q2,0.053687174,1031.657568
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1989Q2,0.040477315,475.4648345
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1989Q2,0.04725554,1399.530357
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1989Q2,0.047814271,1808.708148
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1989Q2,0.072830386,1840.319681
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1989Q2,0.044202567,1966.591548
Industry groups,Administrative and support services,SG01RSC04B01MN2,1989Q2,0.012478106,539.0284856
Industry groups,Local Government administration,SG01RSC04B01OO1,1989Q2,0.007225594,227.7285974
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1989Q2,0.039388602,1160.710001
Industry groups,Education and training,SG01RSC04B01PP1,1989Q2,0.039962524,1506.641871
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1989Q2,0.040850566,1322.438334
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1989Q2,0.008821537,319.2624298
Industry groups,Other services,SG01RSC04B01RS2,1989Q2,0.016434653,472.6100221
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q2,0.069405088,1895.107317
Industry groups,Agriculture,SG01RSC04B01AA1,1989Q3,0.053385973,1409.831763
Industry groups,Forestry and logging,SG01RSC04B01AA2,1989Q3,0.006886535,174.8595418
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1989Q3,0.007414222,246.4269842
Industry groups,Mining,SG01RSC04B01BB1,1989Q3,0.012015965,534.6541123
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1989Q3,0.056219217,1054.438884
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1989Q3,0.011989201,303.6049705
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1989Q3,0.019075569,353.0644161
Industry groups,Printing,SG01RSC04B01CC4,1989Q3,0.007195418,200.9876075
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1989Q3,0.037742546,788.4303398
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1989Q3,0.005504145,152.6376457
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1989Q3,0.019556569,560.7688868
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1989Q3,0.023992777,866.9097875
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1989Q3,0.004927875,162.3093897
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1989Q3,0.03119546,1144.6893
Industry groups,Construction,SG01RSC04B01EE1,1989Q3,0.047638274,1605.081355
Industry groups,Wholesale trade,SG01RSC04B01FF1,1989Q3,0.052240079,1574.269243
Industry groups,Retail trade,SG01RSC04B01GH1,1989Q3,0.046760898,1140.493008
Industry groups,Accommodation services,SG01RSC04B01GH2,1989Q3,0.015425355,656.7227693
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1989Q3,0.053687174,1012.71405
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1989Q3,0.040477315,474.1483142
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1989Q3,0.04725554,1370.284673
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1989Q3,0.047814271,1812.311309
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1989Q3,0.072830386,1832.338621
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1989Q3,0.044202567,1961.045653
Industry groups,Administrative and support services,SG01RSC04B01MN2,1989Q3,0.012478106,529.2803078
Industry groups,Local Government administration,SG01RSC04B01OO1,1989Q3,0.007225594,230.8485881
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1989Q3,0.039388602,1192.910215
Industry groups,Education and training,SG01RSC04B01PP1,1989Q3,0.039962524,1519.955976
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1989Q3,0.040850566,1338.184577
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1989Q3,0.008821537,316.5658077
Industry groups,Other services,SG01RSC04B01RS2,1989Q3,0.016434653,461.0922838
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q3,0.069405088,1823.313148
Industry groups,Agriculture,SG01RSC04B01AA1,1989Q4,0.053385973,1419.978935
Industry groups,Forestry and logging,SG01RSC04B01AA2,1989Q4,0.006886535,174.2714503
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1989Q4,0.007414222,241.899335
Industry groups,Mining,SG01RSC04B01BB1,1989Q4,0.012015965,447.8556669
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1989Q4,0.056219217,1077.647012
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1989Q4,0.011989201,288.9762507
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1989Q4,0.019075569,355.6084279
Industry groups,Printing,SG01RSC04B01CC4,1989Q4,0.007195418,202.0177476
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1989Q4,0.037742546,794.4149566
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1989Q4,0.005504145,151.073432
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1989Q4,0.019556569,562.4150698
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1989Q4,0.023992777,860.2768415
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1989Q4,0.004927875,163.5454752
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1989Q4,0.03119546,1102.042989
Industry groups,Construction,SG01RSC04B01EE1,1989Q4,0.047638274,1601.851597
Industry groups,Wholesale trade,SG01RSC04B01FF1,1989Q4,0.052240079,1617.026592
Industry groups,Retail trade,SG01RSC04B01GH1,1989Q4,0.046760898,1143.483563
Industry groups,Accommodation services,SG01RSC04B01GH2,1989Q4,0.015425355,638.1988677
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1989Q4,0.053687174,1023.693154
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1989Q4,0.040477315,478.2858653
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1989Q4,0.04725554,1370.190837
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1989Q4,0.047814271,1812.380696
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1989Q4,0.072830386,1837.827543
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1989Q4,0.044202567,1912.41874
Industry groups,Administrative and support services,SG01RSC04B01MN2,1989Q4,0.012478106,519.3944308
Industry groups,Local Government administration,SG01RSC04B01OO1,1989Q4,0.007225594,232.8917093
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1989Q4,0.039388602,1178.914433
Industry groups,Education and training,SG01RSC04B01PP1,1989Q4,0.039962524,1531.403224
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1989Q4,0.040850566,1352.479133
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1989Q4,0.008821537,303.9203729
Industry groups,Other services,SG01RSC04B01RS2,1989Q4,0.016434653,449.6356024
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1989Q4,0.069405088,1834.976963
Industry groups,Agriculture,SG01RSC04B01AA1,1990Q1,0.053385973,1478.85123
Industry groups,Forestry and logging,SG01RSC04B01AA2,1990Q1,0.006886535,181.0019605
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1990Q1,0.007414222,244.3304247
Industry groups,Mining,SG01RSC04B01BB1,1990Q1,0.012015965,471.4295364
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1990Q1,0.056219217,1039.439665
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1990Q1,0.011989201,271.3229272
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1990Q1,0.019075569,365.1395189
Industry groups,Printing,SG01RSC04B01CC4,1990Q1,0.007195418,205.6733265
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1990Q1,0.037742546,801.0944578
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1990Q1,0.005504145,154.9690835
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1990Q1,0.019556569,550.5021755
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1990Q1,0.023992777,813.2556593
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1990Q1,0.004927875,163.2968004
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1990Q1,0.03119546,1157.794274
Industry groups,Construction,SG01RSC04B01EE1,1990Q1,0.047638274,1491.850167
Industry groups,Wholesale trade,SG01RSC04B01FF1,1990Q1,0.052240079,1638.633148
Industry groups,Retail trade,SG01RSC04B01GH1,1990Q1,0.046760898,1151.259358
Industry groups,Accommodation services,SG01RSC04B01GH2,1990Q1,0.015425355,631.8284378
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1990Q1,0.053687174,1011.835361
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1990Q1,0.040477315,481.2037584
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1990Q1,0.04725554,1352.865853
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1990Q1,0.047814271,1810.820962
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1990Q1,0.072830386,1857.497457
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1990Q1,0.044202567,1908.50148
Industry groups,Administrative and support services,SG01RSC04B01MN2,1990Q1,0.012478106,517.322842
Industry groups,Local Government administration,SG01RSC04B01OO1,1990Q1,0.007225594,232.504957
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1990Q1,0.039388602,1196.942873
Industry groups,Education and training,SG01RSC04B01PP1,1990Q1,0.039962524,1541.785703
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1990Q1,0.040850566,1363.234795
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1990Q1,0.008821537,317.1640536
Industry groups,Other services,SG01RSC04B01RS2,1990Q1,0.016434653,468.7058457
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1990Q1,0.069405088,1859.143948
Industry groups,Agriculture,SG01RSC04B01AA1,1990Q2,0.045074256,1618.071338
Industry groups,Forestry and logging,SG01RSC04B01AA2,1990Q2,0.007856986,188.6072419
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1990Q2,0.006953536,236.878024
Industry groups,Mining,SG01RSC04B01BB1,1990Q2,0.015985321,475.083026
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1990Q2,0.057245361,1071.240623
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1990Q2,0.011169048,247.5641789
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1990Q2,0.01903263,364.8460849
Industry groups,Printing,SG01RSC04B01CC4,1990Q2,0.006953608,201.5656393
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1990Q2,0.034195284,796.9566074
